Game1-Mafia,Presses Lips ,8:32,
Game1-Mafia,Presses Lips ,8:43,
Game1-Mafia,Presses Lips ,8:47,
Game1-Mafia,Brow Raise,9:00,
Game1-Mafia,Brow Raise,9:06,
Game1-Mafia,arm close ,9:06,
Game1-Mafia,Lips Apart,9:07,
Game1-Mafia,Eye Shift,9:32,
Game1-Mafia,arm close ,9:32,
Game1-Mafia,Lips Apart,9:38,
Game1-Mafia,lips stretch ,9:49,
Game1-Mafia,Presses Lips ,9:50,
Game1-Mafia,lips stretch ,10:05,
Game1-Mafia,lips stretch ,10:14,
Game1-Mafia,Brow Raise,10:14,
Game1-Mafia,lips stretch ,10:28,
Game1-Mafia,Lips Apart,10:41,
Game1-Mafia,lips stretch ,10:47,
Game1-Mafia,arm close ,11:17,
Game1-Mafia,lips stretch ,11:35,
Game1-Mafia,lips stretch ,11:43,
Game1-Mafia,lips stretch ,11:54,
Game1-Mafia,lips pucker ,11:59,
Game1-Mafia,lips pucker ,12:06,
Game1-Mafia,lips stretch ,12:54,
Game1-Mafia,lips stretch ,13:02,
Game1-Mafia,lips stretch ,13:18,
Game1-Mafia,Lips Apart,13:21,
Game1-Mafia,lips pucker ,13:40,
Game1-Mafia,Lips Apart,14:30,
Game1-Mafia,Lips Apart,14:34,
Game1-Mafia,Facial expressiveness ,14:53,
Game1-Mafia,chin raise ,15:02,
Game1-Mafia,Lips Apart,15:14,
Game1-Mafia,Biting Lips,15:20,
Game1-Mafia,lips pucker ,15:45,
Game1-Mafia,Lips Apart,15:56,
Game1-Mafia,Lips Apart,16:26,
Game1-Mafia,Brow Raise,16:31,
Game1-Mafia,lips stretch ,16:35,
Game1-Mafia,Brow Raise,16:38,
Game1-Mafia,Fedgeting ,16:44,
Game1-Mafia,Lips Apart,16:51,
Game1-Mafia,Lips Apart,16:59,
Game1-Mafia,Biting Lips,17:01,
Game1-Mafia,postre shift ,17:17,
Game1-Mafia,Lips Apart,17:22,
Game1-Mafia,Brow Raise,17:41,
Game1-Mafia,Head movement ,17:44,
Game1-Mafia,Eye Shift,18:03,
Game1-Mafia,chin raise ,18:13,
Game1-Mafia,Lips Apart,18:21,
Game1-Mafia,Brow Raise,18:29,
Game1-Mafia,Brow Raise,18:51,
Game1-Mafia,Head movement ,18:35,
Game1-Mafia,postre shift ,19:01,
Game1-Mafia,Presses Lips ,19:02,
Game1-Mafia,Brow Raise,19:05,
Game1-Mafia,lips pucker ,19:12,
Game1-Mafia,eye closed,19:14,
Game1-Mafia,Lips Apart,19:25,
Game1-Mafia,lips pucker ,19:32,
Game1-Mafia,lips stretch ,19:32,
Game1-Mafia,phone check ,19:46,
Game1-Mafia,lips pucker ,20:12,
Game1-Mafia,Presses Lips ,20:13,
Game1-Mafia,lips stretch ,20:17,
Game1-Mafia,lips stretch ,20:19,
Game1-Mafia,arm movement ,20:21,
Game1-Mafia,noding ,20:19,
Game1-Mafia,lips stretch ,20:25,
Game1-Mafia,Brow Raise,20:31,
Game1-Mafia,Lips Apart,20:31,
Game1-Mafia,chin raise ,20:41,
Game1-Mafia,lips stretch ,20:51,
Game1-Mafia,chin raise ,20:53,
game2-Mafia,Lips apart ,30:21:00,
game2-Mafia,Presing lips ,30:46:00,
game2-Mafia,lips stretch ,30:54:00,
game2-Mafia,Lips apart ,31:34:00,
game2-Mafia,Brow raise ,31:50:00,
game2-Mafia,Eye Shift ,31:56:00,
game2-Mafia,Lips apart ,32:12:00,
game2-Mafia,Brow raise ,32:31:00,
game2-Mafia,Lips apart ,32:34:00,
game2-Mafia,blinking ,32:40:00,
game2-Mafia,Lips apart ,32:48:00,
game2-Mafia,Lips apart ,32:58:00,
game2-Mafia,Brow raise ,33:08:00,
game2-Mafia,Posture Shift ,33:10:00,
game2-Mafia,Brow raise ,33:21:00,
game2-Mafia,Lips apart ,33:45:00,
game2-Mafia,facial pleasantness,33:54:00,
game2-Mafia,facial expressiveness,34:00:00,
game2-Mafia,Lips apart ,34:05:00,
game2-Mafia,Brow raise ,34:08:00,
game2-Mafia,Brow raise ,34:17:00,
game2-Mafia,Lips apart ,34:20:00,
game2-Mafia,facial pleasantness,34:24:00,
game2-Mafia,arm movement,34;31,
game2-Mafia,facial fidgeting ,34:31:00,
game2-Mafia,facial pleasantness,34:33:00,
game2-Mafia,head movemet ,34:33:00,
game2-Mafia,Eye Shift ,34:33:00,
game2-Mafia,Lips apart ,35:01:00,
game2-Mafia,Presing lips ,35:04:00,
game2-Mafia,lips stretch ,35:13:00,
game2-Mafia,Brow raise ,35:13:00,
game2-Mafia,Lips apart ,35:23:00,
game2-Mafia,lips stretch ,35:29:00,
game2-Mafia,Posture Shift ,35:30:00,
game2-Mafia,Lips apart ,35:40:00,
game2-Mafia,head movemet ,36:03:00,
game2-Mafia,lips stretch ,36:06:00,
game2-Mafia,biting lips,36:43:00,
game2-Mafia,Eye Shift ,36:53:00,
game2-Mafia,Lips apart ,37:01:00,
game2-Mafia,Lips apart ,37:10:00,
game2-Mafia,Brow raise ,37:40:00,
game2-Mafia,Lips apart ,37:40:00,
game2-Mafia,Brow raise ,38:00:00,
game2-Mafia,Brow raise ,38:13:00,
game2-Mafia,lips pucker,38:15:00,
game2-Mafia,Brow raise ,38:21:00,
game2-Mafia,head movemet ,38:24:00,
game2-Mafia,Lips apart ,38:30:00,
game2-Mafia,Brow raise ,38:30:00,
game2-Mafia,Lips apart ,38:45:00,
game2-Mafia,Eye Shift ,38:52:00,
game2-Mafia,Brow raise ,38:02:00,
game2-Mafia,head movemet ,39:17:00,
